ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459324,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D
459325,Male,Yes,26,No,Executive,9,High,4,Cat_6,D
459326,Male,Yes,35,No,Healthcare,1,Low,5,Cat_6,D
459327,Male,No,50,No,Doctor,9,Low,3,Cat_6,D
459328,Male,Yes,48,Yes,Executive,1,High,3,Cat_6,B
459329,Female,Yes,71,No,Engineer,1,High,4,Cat_3,A
459330,Male,No,33,No,Marketing,11,Low,9,Cat_6,D
459331,Female,No,70,Yes,Lawyer,0,Low,1,Cat_6,D
459332,Female,Yes,72,Yes,Homemaker,1,Low,,Cat_6,B
459333,Male,No,29,Yes,Healthcare,1,Low,2,Cat_6,D
459334,Male,Yes,36,Yes,Healthcare,3,Low,3,Cat_6,D
459335,Male,No,26,Yes,Healthcare,,Low,3,Cat_1,D
459336,Male,Yes,26,Yes,Artist,6,Average,2,Cat_6,A
459337,Female,Yes,25,Yes,Engineer,6,Average,2,Cat_6,A
459338,Male,Yes,88,No,Executive,,Low,,Cat_6,D
459338,Male,Yes,80,No,Executive,,Low,,Cat_6,A
459339,Male,Yes,28,Yes,Healthcare,8,High,2,Cat_6,A
459339,Male,Yes,29,Yes,Healthcare,8,High,2,Cat_6,A
459340,Male,Yes,53,Yes,Artist,1,Average,3,Cat_6,B
459341,Male,Yes,72,Yes,Lawyer,0,High,2,Cat_6,C
459342,Female,Yes,84,No,Lawyer,1,High,2,Cat_6,C
459343,Female,Yes,40,Yes,Entertainment,12,Low,6,Cat_6,A
459344,Female,Yes,76,Yes,Artist,1,High,2,Cat_6,C
459344,Female,Yes,88,Yes,Artist,1,High,2,Cat_6,A
459345,Female,Yes,39,Yes,Artist,3,Low,1,Cat_6,B
459346,Male,Yes,47,Yes,Executive,0,Average,5,Cat_2,B
459347,Male,Yes,69,Yes,Lawyer,1,Low,1,Cat_6,B
459347,Male,Yes,70,Yes,Lawyer,1,Low,1,Cat_6,A
459349,Female,Yes,48,Yes,Artist,0,High,4,Cat_6,C
459349,Female,Yes,50,Yes,Artist,1,High,4,Cat_6,A
459350,Female,Yes,56,Yes,Engineer,0,High,2,Cat_6,B
459351,Female,Yes,57,Yes,Artist,0,High,,Cat_1,C
459352,Male,Yes,38,Yes,Doctor,4,Average,4,Cat_3,B
459352,Male,Yes,43,Yes,Doctor,4,Average,4,Cat_3,A
459353,Male,Yes,53,Yes,Artist,6,Average,2,Cat_6,C
459353,Male,Yes,51,Yes,Artist,6,Average,2,Cat_6,A
459354,Female,Yes,50,Yes,Artist,,High,3,Cat_6,A
459355,Female,Yes,78,No,Homemaker,,Low,1,Cat_6,A
459355,Female,Yes,74,No,Homemaker,,Low,1,Cat_6,A
459356,Male,No,63,Yes,Artist,4,Low,1,Cat_6,A
459357,Male,Yes,69,No,Lawyer,0,Low,1,Cat_6,D
459358,Female,No,56,Yes,Lawyer,,Low,2,Cat_6,D
459359,Male,Yes,46,Yes,Entertainment,,Average,4,Cat_6,C
459360,Female,No,32,Yes,Healthcare,,Low,3,Cat_6,C
459360,Female,No,29,Yes,Healthcare,,Low,3,Cat_6,A
459361,Female,No,32,Yes,Engineer,,Low,2,Cat_6,A
459362,Male,Yes,55,No,Executive,0,Low,2,Cat_6,A
459362,Male,Yes,60,No,Executive,0,Low,2,Cat_6,A
459363,Male,No,53,Yes,Artist,2,Low,1,Cat_6,A
459363,Male,No,46,Yes,Artist,2,Low,1,Cat_6,A
459364,Female,Yes,76,Yes,Marketing,0,Low,2,Cat_6,B
459364,Female,Yes,81,Yes,Marketing,0,Low,2,Cat_6,A
459366,Female,Yes,41,Yes,Artist,0,Low,4,Cat_6,A
459367,Female,No,22,No,Doctor,11,Low,4,Cat_1,D
459368,Male,Yes,28,No,Executive,,Low,7,Cat_4,A
459369,Male,Yes,35,No,Engineer,,Average,7,Cat_4,A
459369,Male,Yes,41,No,Engineer,,Average,7,Cat_4,A
459370,Male,No,18,No,Healthcare,13,Low,4,Cat_6,D
459371,Male,Yes,35,Yes,,,Low,2,Cat_6,A
459372,Female,No,27,Yes,Healthcare,,Low,4,Cat_6,B
459373,Male,No,31,Yes,Healthcare,,Low,4,Cat_6,D
459375,Male,Yes,18,No,Executive,0,High,4,Cat_6,A
459375,Male,Yes,22,No,Executive,0,High,4,Cat_6,A
459377,Male,Yes,37,Yes,Artist,0,Average,3,Cat_6,A
459378,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
459379,Female,No,19,No,Healthcare,3,Low,3,Cat_6,D
459380,Male,Yes,62,Yes,Artist,1,Low,1,Cat_6,A
459381,Male,Yes,56,Yes,Artist,,Low,2,Cat_6,B
459382,Female,No,41,Yes,Engineer,,Low,1,Cat_6,A
459383,Male,Yes,36,No,Engineer,0,Low,1,Cat_6,D
459383,Male,Yes,43,No,Engineer,0,Low,1,Cat_6,A
459384,Male,Yes,52,Yes,Artist,0,Average,3,Cat_6,C
459384,Male,Yes,50,Yes,Artist,1,Average,3,Cat_6,A
459385,Female,Yes,41,Yes,Artist,0,Average,2,Cat_7,C
459385,Female,Yes,35,Yes,Artist,1,Average,2,Cat_7,A
459386,Male,Yes,70,No,Lawyer,0,High,2,Cat_6,B
459386,Male,Yes,65,No,Lawyer,1,High,2,Cat_6,A
459387,Male,No,35,Yes,Doctor,0,Low,1,Cat_6,D
459388,Female,,25,Yes,Homemaker,,Low,1,Cat_6,D
459389,Female,No,26,Yes,Engineer,9,Low,8,Cat_6,A
459390,Female,No,41,No,Artist,,Low,2,Cat_6,B
459391,Female,No,40,Yes,Engineer,1,Low,4,Cat_6,D
459391,Female,No,41,Yes,Engineer,0,Low,4,Cat_6,A
459392,Female,No,23,No,Doctor,0,Low,3,Cat_6,C
459393,Female,No,40,No,Healthcare,8,Low,3,Cat_3,D
459394,Male,No,28,No,Entertainment,9,Low,2,Cat_6,A
459394,Male,No,28,No,Entertainment,8,Low,2,Cat_6,A
459395,Male,Yes,42,No,Executive,8,Low,2,Cat_6,D
459396,Female,No,50,Yes,Engineer,0,Low,1,Cat_6,B
459397,Male,Yes,59,Yes,Artist,3,Average,2,Cat_6,B
459397,Male,Yes,55,Yes,Artist,4,Average,2,Cat_6,A
459398,Female,Yes,60,No,Lawyer,,High,2,Cat_6,C
459398,Female,Yes,58,No,Lawyer,,High,2,Cat_6,A
459399,Female,No,20,No,Doctor,1,Low,2,Cat_6,D
459400,Female,Yes,84,No,Lawyer,0,High,2,Cat_6,B
459401,Male,No,26,No,Healthcare,1,Low,3,,C
459401,Male,No,28,No,Healthcare,1,Low,3,,A
459402,Female,Yes,51,Yes,Artist,1,Average,4,Cat_6,C
459403,Male,Yes,46,Yes,Artist,,Average,4,Cat_7,C
459403,Male,Yes,48,Yes,Artist,,Average,4,Cat_7,A
459405,Female,Yes,81,No,Doctor,0,High,2,Cat_6,A
459405,Female,Yes,78,No,Doctor,1,High,2,Cat_6,A
459406,Male,Yes,72,No,Executive,0,High,2,Cat_6,B
459407,Female,No,37,Yes,Doctor,0,Low,3,Cat_6,A
459407,Female,No,35,Yes,Doctor,1,Low,3,Cat_6,A
459408,Male,No,28,No,Doctor,,Low,1,Cat_6,D
459409,Female,Yes,88,Yes,Lawyer,1,High,2,Cat_6,B
459409,Female,Yes,76,Yes,Lawyer,0,High,2,Cat_6,A
459410,Female,Yes,79,Yes,Lawyer,1,High,2,Cat_6,B
459410,Female,Yes,88,Yes,Lawyer,1,High,2,Cat_6,A
459411,Male,Yes,74,No,Lawyer,8,Low,1,Cat_6,A
459412,Male,Yes,62,Yes,,0,Average,3,Cat_6,B
459412,Male,Yes,61,Yes,,1,Average,3,Cat_6,A
459413,Female,Yes,83,Yes,Artist,,High,2,Cat_6,A
459413,Female,Yes,79,Yes,Artist,,High,2,Cat_6,A
459414,Female,No,39,Yes,,8,Low,,Cat_6,C
459415,Male,No,26,No,Doctor,0,Low,4,Cat_6,A
459415,Male,No,30,No,Doctor,0,Low,4,Cat_6,A
459416,Male,No,19,No,Artist,10,Low,3,Cat_6,A
459417,Male,No,19,No,Healthcare,,Low,,Cat_6,D
459418,Male,Yes,66,No,Executive,1,High,2,Cat_6,D
459418,Male,Yes,69,No,Executive,0,High,2,Cat_6,A
459419,Male,Yes,67,Yes,Doctor,1,Average,2,Cat_6,B
459419,Male,Yes,65,Yes,Doctor,1,Average,2,Cat_6,A
459420,Female,Yes,70,Yes,Lawyer,0,Low,2,Cat_6,B
459420,Female,Yes,70,Yes,Lawyer,1,Low,2,Cat_6,A
459421,Male,Yes,29,No,Healthcare,0,Average,4,Cat_6,A
459421,Male,Yes,32,No,Healthcare,0,Average,4,Cat_6,A
459422,Male,Yes,50,Yes,Entertainment,,Low,4,Cat_6,A
459422,Male,Yes,46,Yes,Entertainment,,Low,4,Cat_6,A
459423,Male,No,19,No,Healthcare,9,Low,5,Cat_6,D
459423,Male,No,21,No,Healthcare,8,Low,5,Cat_6,A
459424,Male,Yes,50,Yes,Doctor,,Low,3,Cat_6,B
459424,Male,Yes,47,Yes,Doctor,,Low,3,Cat_6,A
459425,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6,A
459426,Male,No,23,No,,1,Low,4,Cat_6,D
459427,Female,Yes,28,Yes,Healthcare,,Low,2,Cat_6,D
459428,Female,No,43,No,Marketing,0,Low,2,Cat_4,D
459428,Female,No,39,No,Marketing,0,Low,2,Cat_4,A
459429,Female,Yes,25,Yes,Healthcare,,Low,2,Cat_6,D
459431,Male,Yes,68,No,Artist,0,Low,2,Cat_6,A
459432,Male,Yes,84,Yes,Lawyer,0,Low,3,Cat_6,A
459432,Male,Yes,85,Yes,Lawyer,0,Low,3,Cat_6,A
459433,Male,No,26,No,Doctor,1,Low,4,Cat_6,D
459434,Female,Yes,78,No,Lawyer,1,Low,1,Cat_6,C
459436,Female,No,66,Yes,Artist,0,Low,2,Cat_6,A
459437,Male,Yes,68,Yes,Lawyer,,High,2,Cat_6,B
459438,Female,Yes,69,Yes,Artist,0,High,2,Cat_6,C
459439,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,A
459439,Female,Yes,50,Yes,Artist,1,Average,2,Cat_6,A
459440,Female,No,53,Yes,Artist,1,Low,1,Cat_6,B
459442,Male,Yes,85,Yes,Executive,0,High,2,Cat_6,C
459443,Female,Yes,50,Yes,Artist,8,Average,2,Cat_6,B
459444,Male,Yes,68,Yes,Artist,1,High,2,Cat_6,C
459445,Female,Yes,35,Yes,Artist,0,Average,3,Cat_6,C
459445,Female,Yes,42,Yes,Artist,0,Average,3,Cat_6,A
459446,Male,Yes,36,No,Entertainment,,Average,3,Cat_6,C
459447,Male,Yes,53,Yes,Artist,9,Low,1,Cat_6,B
459447,Male,Yes,53,Yes,Artist,9,Low,1,Cat_6,A
459448,Male,Yes,40,Yes,Executive,,High,3,Cat_6,C
459449,Male,Yes,43,Yes,Artist,,Low,2,Cat_6,B
459449,Male,Yes,37,Yes,Artist,,Low,2,Cat_6,A
459450,Male,Yes,55,Yes,Artist,4,Average,4,Cat_6,A
459451,Female,Yes,46,Yes,Artist,0,Low,2,Cat_6,C
459451,Female,Yes,45,Yes,Artist,1,Low,2,Cat_6,A
459452,Male,Yes,40,Yes,Artist,9,Low,2,Cat_6,C
459453,Male,Yes,88,Yes,Lawyer,,Low,,Cat_6,B
459454,Male,Yes,38,No,Artist,,Average,2,Cat_6,A
459455,Female,Yes,79,Yes,Lawyer,1,Low,1,Cat_6,D
459456,Female,No,65,No,Lawyer,,Low,1,Cat_6,D
459456,Female,No,66,No,Lawyer,,Low,1,Cat_6,A
459457,Male,Yes,51,Yes,Artist,2,Low,2,Cat_6,A
459458,Male,No,33,No,Marketing,,Low,,Cat_6,A
459459,Male,Yes,36,Yes,Artist,4,Low,1,Cat_6,A
459459,Male,Yes,40,Yes,Artist,4,Low,1,Cat_6,A
459460,Male,No,55,No,Lawyer,,Low,1,Cat_1,D
459461,Female,Yes,39,Yes,Artist,0,Low,1,Cat_1,C
459461,Female,Yes,35,Yes,Artist,1,Low,1,Cat_1,A
459462,Male,Yes,66,Yes,Artist,0,High,2,Cat_6,B
459463,Female,Yes,62,Yes,Artist,,Average,3,Cat_6,C
459464,Male,No,29,Yes,Artist,,Low,2,Cat_6,B
459464,Male,No,27,Yes,Artist,,Low,2,Cat_6,A
459465,Female,Yes,27,Yes,Entertainment,3,Low,5,Cat_6,B
459466,Female,Yes,48,Yes,Artist,0,Average,3,Cat_4,A
459467,Female,Yes,56,Yes,Artist,0,Average,2,Cat_6,C
459467,Female,Yes,56,Yes,Artist,0,Average,2,Cat_6,A
459468,Male,Yes,35,No,Artist,9,Average,3,Cat_6,B
459469,Male,Yes,30,Yes,Healthcare,,Low,6,Cat_6,A
459469,Male,Yes,25,Yes,Healthcare,,Low,6,Cat_6,A
459470,Male,No,29,Yes,Healthcare,9,Low,6,Cat_6,D
459471,Female,No,32,No,Artist,,Low,8,Cat_6,C
459471,Female,No,30,No,Artist,,Low,8,Cat_6,A
459472,Female,Yes,77,No,Lawyer,,High,2,Cat_6,A
459473,Male,Yes,78,No,Lawyer,,High,2,Cat_6,A
459474,Male,No,25,Yes,Doctor,6,Low,1,Cat_2,D
459476,Male,Yes,41,Yes,Artist,0,High,4,Cat_6,A
459477,Female,No,36,No,Engineer,,Low,2,Cat_6,D
459478,Male,Yes,46,Yes,Artist,,Low,1,Cat_6,A
459479,Male,Yes,70,No,Marketing,1,Low,2,Cat_6,A
459480,Female,Yes,50,Yes,Entertainment,7,Low,3,Cat_6,A
459480,Female,Yes,46,Yes,Entertainment,7,Low,3,Cat_6,A
459481,Male,Yes,47,No,Lawyer,0,Low,2,Cat_6,A
459481,Male,Yes,49,No,Lawyer,0,Low,2,Cat_6,A
459482,Male,Yes,66,No,Marketing,1,Low,4,Cat_6,D
459482,Male,Yes,72,No,Marketing,1,Low,4,Cat_6,A
459483,Male,Yes,55,Yes,Artist,1,Average,2,Cat_7,A
459484,Female,Yes,35,Yes,Entertainment,1,Average,2,Cat_6,A
459485,Female,Yes,87,Yes,Lawyer,,High,2,Cat_6,A
459485,Female,Yes,79,Yes,Lawyer,,High,2,Cat_6,A
459486,Male,Yes,75,Yes,Lawyer,,High,2,Cat_6,A
459487,Male,Yes,67,No,Lawyer,,Low,,Cat_6,D
459488,Male,Yes,47,No,Artist,,Average,4,Cat_6,A
459489,Male,Yes,46,Yes,Doctor,1,Average,4,Cat_6,B
459490,Male,Yes,37,No,Engineer,,Average,2,Cat_6,A
459491,Female,Yes,39,Yes,Artist,1,Average,4,Cat_6,C
459492,Female,Yes,72,Yes,Lawyer,1,High,2,Cat_6,A
459493,Male,No,26,No,Healthcare,0,Low,7,Cat_6,A
459494,Female,Yes,69,No,Engineer,9,Low,3,Cat_6,A
459495,Male,No,29,Yes,Artist,,Low,3,Cat_6,D
459496,Female,No,42,Yes,Artist,,Low,3,Cat_6,A
459496,Female,No,35,Yes,Artist,,Low,3,Cat_6,A
459497,Female,Yes,80,Yes,Lawyer,0,Low,1,Cat_6,C
459497,Female,Yes,77,Yes,Lawyer,0,Low,1,Cat_6,A
459498,Female,Yes,42,Yes,Artist,,Low,2,Cat_6,C
459499,Female,Yes,81,No,Lawyer,,High,2,Cat_6,D
459499,Female,Yes,79,No,Lawyer,,High,2,Cat_6,A
459500,Male,Yes,37,Yes,Entertainment,1,Average,4,Cat_6,B
459501,Female,Yes,62,Yes,Artist,4,Average,7,Cat_7,A
459502,Female,Yes,47,Yes,Artist,1,Average,3,Cat_6,C
459503,Male,Yes,35,Yes,Healthcare,5,High,4,Cat_6,C
459503,Male,Yes,42,Yes,Healthcare,6,High,4,Cat_6,A
459504,Male,Yes,77,Yes,Lawyer,1,High,2,Cat_6,A
459505,Female,No,42,Yes,Engineer,,Low,1,Cat_6,A
459506,Female,No,27,Yes,,1,Low,1,Cat_6,A
459507,Male,Yes,69,No,Lawyer,,High,2,Cat_1,D
459507,Male,Yes,67,No,Lawyer,,High,2,Cat_1,A
459508,Female,No,23,No,Healthcare,,Low,3,Cat_6,D
459509,Male,No,30,Yes,Healthcare,1,Low,1,Cat_6,D
459509,Male,No,26,Yes,Healthcare,1,Low,1,Cat_6,A
459510,Female,No,23,No,Healthcare,0,Low,3,Cat_6,D
459511,Male,Yes,87,No,Artist,1,Low,1,Cat_6,A
459512,Male,Yes,65,Yes,Lawyer,0,High,2,Cat_6,B
459512,Male,Yes,67,Yes,Lawyer,1,High,2,Cat_6,A
459513,Female,No,32,Yes,Healthcare,3,Low,2,Cat_6,C
459515,Male,Yes,58,Yes,Engineer,0,Low,1,Cat_6,D
459515,Male,Yes,55,Yes,Engineer,1,Low,1,Cat_6,A
459516,Female,,63,Yes,Artist,,Average,2,Cat_6,C
459516,Female,,56,Yes,Artist,,Average,2,Cat_6,A
459517,Male,No,31,Yes,Healthcare,1,Low,4,Cat_6,D
459518,Male,Yes,60,,,,Average,4,Cat_6,B
459518,Male,Yes,63,,,,Average,4,Cat_6,A
459519,Female,Yes,45,Yes,Artist,,Average,2,Cat_6,A
459520,Female,Yes,43,Yes,Doctor,0,Low,1,Cat_6,B
459521,Female,Yes,46,Yes,Artist,0,Average,4,Cat_1,A
459522,Male,Yes,47,Yes,Entertainment,,Average,4,Cat_6,B
459523,Female,No,19,No,Doctor,1,Low,4,Cat_6,D
459524,Female,No,35,Yes,Artist,1,Low,1,Cat_6,C
459525,Female,Yes,62,Yes,Artist,,High,3,Cat_6,C
459526,Female,No,45,Yes,Healthcare,4,Low,1,Cat_6,A
459527,Male,Yes,46,Yes,Artist,1,Average,4,Cat_6,B
459528,Female,Yes,52,Yes,Doctor,0,Average,2,Cat_6,C
459529,Female,Yes,89,No,Lawyer,1,High,2,Cat_6,A
459530,Female,Yes,37,Yes,Lawyer,1,High,2,Cat_6,C
459531,Male,No,38,Yes,Marketing,3,Low,,Cat_6,D
459532,Female,Yes,27,Yes,Healthcare,,Low,2,Cat_6,D
459533,Female,No,41,Yes,Artist,1,Low,1,Cat_6,A
459534,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C
459535,Male,Yes,50,Yes,Artist,8,Average,2,Cat_6,C
459535,Male,Yes,46,Yes,Artist,8,Average,2,Cat_6,A
459536,Male,Yes,32,Yes,Healthcare,6,Low,2,Cat_6,D
459536,Male,Yes,32,Yes,Healthcare,7,Low,2,Cat_6,A
459537,Female,No,47,Yes,Homemaker,9,Low,3,Cat_4,A
459538,Female,No,45,Yes,Homemaker,11,Low,1,Cat_6,B
459538,Female,No,49,Yes,Homemaker,13,Low,1,Cat_6,A
459539,Female,No,35,Yes,Healthcare,9,Low,1,Cat_6,D
459540,Female,Yes,70,Yes,Lawyer,0,Low,1,Cat_6,B
459541,Male,Yes,59,Yes,Artist,1,High,2,Cat_6,A
459542,Male,No,23,No,Healthcare,2,Low,5,Cat_6,D
459543,Male,Yes,70,No,Executive,1,High,2,Cat_6,A
459544,Female,No,23,No,Healthcare,,Low,4,Cat_6,D
459545,Female,No,20,No,Doctor,,Low,4,Cat_6,D
459546,Female,Yes,81,No,Lawyer,,High,2,Cat_6,B
459547,Male,Yes,89,No,Lawyer,,Low,2,Cat_6,B
459548,Female,Yes,50,Yes,Engineer,1,Low,2,Cat_6,A
459549,Male,No,22,No,Healthcare,9,Low,5,Cat_4,D
459549,Male,No,22,No,Healthcare,8,Low,5,Cat_4,A
459550,Male,No,19,No,Healthcare,8,Low,5,Cat_4,D
459551,Female,Yes,42,No,Engineer,4,Low,1,Cat_6,B
459554,Female,No,25,No,Engineer,8,Low,3,Cat_6,D
459555,Female,No,28,Yes,Artist,8,Low,1,Cat_6,A
459556,Male,Yes,82,Yes,Lawyer,,Low,2,Cat_6,D
459557,Female,,29,No,Entertainment,1,High,,Cat_1,D
459558,Male,No,30,Yes,Entertainment,0,Low,3,Cat_6,D
459558,Male,No,28,Yes,Entertainment,1,Low,3,Cat_6,A
459559,Female,Yes,39,No,Engineer,,Average,3,Cat_6,D
459560,Male,Yes,89,No,Lawyer,1,High,2,Cat_6,B
459561,Male,No,31,No,Healthcare,,Low,3,Cat_4,A
459562,Male,Yes,59,No,Entertainment,1,Average,2,Cat_7,C
459563,Male,Yes,72,Yes,Entertainment,7,Low,2,Cat_6,A
459564,Male,Yes,80,Yes,Lawyer,2,Low,1,Cat_6,A
459564,Male,Yes,75,Yes,Lawyer,2,Low,1,Cat_6,A
459565,Male,No,47,Yes,Entertainment,2,Low,,Cat_1,A
459566,Female,Yes,37,Yes,Artist,13,Low,2,Cat_6,A
459567,Male,Yes,48,Yes,Doctor,1,Average,2,Cat_6,C
459567,Male,Yes,50,Yes,Doctor,0,Average,2,Cat_6,A
459568,Male,No,41,Yes,Artist,,Low,3,Cat_6,C
459569,Male,No,32,Yes,Healthcare,,Low,1,Cat_6,D
459570,Male,No,27,Yes,Healthcare,,Low,3,Cat_6,D
459571,Female,Yes,53,Yes,Executive,0,High,4,Cat_6,C
459571,Female,Yes,50,Yes,Executive,1,High,4,Cat_6,A
459573,Male,Yes,70,No,Lawyer,,Low,1,Cat_6,A
459575,Male,No,35,Yes,Artist,0,Low,1,Cat_6,A
459576,Female,Yes,85,No,Lawyer,,Low,,,A
459576,Female,Yes,88,No,Lawyer,,Low,,,A
459577,Male,Yes,82,Yes,Lawyer,0,Low,1,Cat_6,D
459578,Male,Yes,35,Yes,Executive,2,Average,5,Cat_6,B
459579,Female,Yes,40,Yes,Artist,4,Average,5,Cat_4,B
459579,Female,Yes,35,Yes,Artist,3,Average,5,Cat_4,A
459580,Female,No,51,Yes,Lawyer,6,Low,1,Cat_6,B
459581,Female,No,35,No,,,Low,,Cat_7,A
459581,Female,No,35,No,,,Low,,Cat_7,A
459582,Male,Yes,27,No,Entertainment,,Average,3,Cat_6,A
459582,Male,Yes,31,No,Entertainment,,Average,3,Cat_6,A
459583,Male,Yes,46,Yes,Artist,1,Low,1,Cat_6,A
459583,Male,Yes,46,Yes,Artist,0,Low,1,Cat_6,A
459584,Female,No,20,No,Healthcare,1,Low,3,Cat_6,D
459585,Female,Yes,46,Yes,Artist,0,Average,4,Cat_6,A
459585,Female,Yes,50,Yes,Artist,1,Average,4,Cat_6,A
459586,Male,Yes,73,No,Executive,1,Low,,Cat_6,C
459587,Female,No,32,Yes,Artist,7,Low,3,Cat_6,A
459587,Female,No,33,Yes,Artist,7,Low,3,Cat_6,A
459588,Male,Yes,52,Yes,Artist,1,Low,1,Cat_6,A
459588,Male,Yes,49,Yes,Artist,0,Low,1,Cat_6,A
459589,Male,No,25,No,Healthcare,1,Low,5,Cat_6,D
459590,Male,Yes,22,No,Executive,1,High,3,Cat_6,D
459591,Male,Yes,50,Yes,Artist,1,Average,3,Cat_6,C
459591,Male,Yes,52,Yes,Artist,1,Average,3,Cat_6,A
459592,Male,No,25,No,Healthcare,0,Low,3,Cat_6,A
459593,Male,No,19,No,Healthcare,,Low,4,Cat_6,D
459594,Female,Yes,42,Yes,Artist,5,Low,1,Cat_6,A
459594,Female,Yes,41,Yes,Artist,6,Low,1,Cat_6,A
459595,Female,Yes,36,Yes,Artist,4,High,7,Cat_6,C
459596,Female,Yes,61,Yes,Doctor,1,Average,2,Cat_6,B
459597,Female,Yes,71,Yes,Artist,1,High,2,Cat_6,C
459597,Female,Yes,68,Yes,Artist,0,High,2,Cat_6,A
459598,Male,Yes,40,No,Artist,,Average,2,Cat_4,A
459599,Female,No,19,No,Healthcare,,Low,4,Cat_1,D
459601,Female,No,23,No,Healthcare,,Low,2,Cat_7,D
459602,Female,Yes,86,No,Lawyer,,Low,1,Cat_6,D
459603,Female,Yes,89,No,Lawyer,3,High,2,Cat_6,A
459603,Female,Yes,79,No,Lawyer,2,High,2,Cat_6,A
459604,Female,No,21,No,Healthcare,0,Low,7,Cat_3,D
459605,Female,,19,No,Healthcare,8,Low,,Cat_3,D
459606,Male,Yes,38,Yes,Artist,1,Average,3,Cat_6,C
459607,Male,Yes,40,Yes,Entertainment,5,Average,5,Cat_6,A
459608,Female,No,62,Yes,Doctor,,Low,1,Cat_6,A
459609,Female,No,43,Yes,Artist,1,Low,1,Cat_4,A
459611,Female,No,20,No,Healthcare,1,Low,5,Cat_6,D
459612,Male,No,21,No,Healthcare,,Low,2,Cat_6,A
459613,Male,No,40,Yes,Healthcare,,Low,2,Cat_6,D
459614,Female,No,43,Yes,Artist,1,Low,2,Cat_6,B
459615,Male,Yes,84,No,Lawyer,1,Low,1,Cat_6,A
459616,Female,No,21,No,Healthcare,,Low,4,Cat_1,D
459616,Female,No,20,No,Healthcare,,Low,4,Cat_1,A
459617,Male,No,31,Yes,Entertainment,0,Low,5,Cat_6,D
459617,Male,No,28,Yes,Entertainment,1,Low,5,Cat_6,A
459618,Male,Yes,59,Yes,Doctor,0,Average,2,Cat_4,C
459618,Male,Yes,57,Yes,Doctor,0,Average,2,Cat_4,A
459619,Female,Yes,56,Yes,Doctor,0,Low,2,Cat_6,D
459620,Female,Yes,29,No,Marketing,,Low,,,D
459621,Female,No,29,No,Healthcare,8,Low,,,D
459621,Female,No,25,No,Healthcare,8,Low,,,A
459622,Female,No,51,Yes,Artist,2,Low,1,Cat_6,B
459623,Male,Yes,46,No,Entertainment,,Average,5,Cat_4,B
459624,Male,No,18,No,Healthcare,,Low,5,Cat_4,D
459625,Female,Yes,57,No,Engineer,8,Low,1,Cat_6,B
459625,Female,Yes,63,No,Engineer,8,Low,1,Cat_6,A
459626,Female,Yes,26,No,Entertainment,1,Low,3,Cat_6,A
459627,Male,No,40,Yes,Artist,14,Low,2,Cat_2,A
459628,Female,Yes,51,Yes,Engineer,0,Low,1,Cat_6,A
459629,Female,Yes,47,Yes,Entertainment,3,Average,2,Cat_6,B
459630,Male,Yes,73,Yes,Lawyer,1,Average,2,Cat_6,A
459631,Male,,53,Yes,Executive,,High,3,Cat_6,D
459632,Female,Yes,52,No,Marketing,1,High,3,Cat_4,D
459632,Female,Yes,50,No,Marketing,0,High,3,Cat_4,A
459633,Male,No,19,No,Healthcare,1,Low,2,Cat_6,D
459634,Female,No,39,Yes,Engineer,,Low,3,Cat_6,B
459635,Female,No,22,No,Healthcare,8,Low,4,Cat_6,D
459636,Male,No,30,Yes,Entertainment,14,Low,1,Cat_6,D
459637,Female,No,33,No,Engineer,,Low,4,Cat_6,C
459638,Male,No,25,Yes,Healthcare,,Low,,Cat_6,D
459639,Female,Yes,56,Yes,Artist,,Low,1,Cat_6,B
459640,Female,Yes,72,Yes,Doctor,,High,2,Cat_6,C
459641,Female,Yes,58,Yes,Artist,4,Average,5,Cat_6,C
459642,Male,Yes,36,Yes,Executive,,High,4,Cat_6,B
459643,Male,Yes,40,Yes,Executive,0,High,4,Cat_6,B
459644,Female,No,33,No,Marketing,9,Low,4,Cat_2,D
459644,Female,No,30,No,Marketing,9,Low,4,Cat_2,A
459645,Male,Yes,43,Yes,Artist,,Average,2,Cat_6,B
459647,Female,No,43,Yes,Engineer,1,Low,2,Cat_6,B
459648,Female,Yes,42,Yes,Artist,2,High,2,Cat_6,C
459649,Male,Yes,39,Yes,Healthcare,1,Average,2,Cat_6,D
459650,Male,Yes,38,Yes,Entertainment,,Low,2,Cat_6,D
459651,Male,Yes,87,Yes,Lawyer,,Low,1,Cat_6,B
459652,Female,No,26,No,Engineer,,Low,4,Cat_4,A
459652,Female,No,26,No,Engineer,,Low,4,Cat_4,A
459653,Female,No,25,Yes,,8,Low,1,Cat_6,D
459654,Male,Yes,51,Yes,Artist,5,Average,3,Cat_6,B
459655,Male,Yes,39,Yes,Artist,1,Average,3,Cat_6,B
459656,Male,No,22,No,,,Low,6,Cat_1,D
459657,Male,Yes,84,Yes,Lawyer,1,High,2,Cat_6,B
